ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,distance_meters,order_Drinks,order_Meal,order_Snack,vehicle_electric_scooter,vehicle_motorcycle,vehicle_scooter,Time_taken_min
710E,INDORES19DEL01,27,3.8,6050.084991995751,0,0,0,0,1,0,43
DDA8,AGRRES15DEL02,38,5.0,12580.267822400961,1,0,0,0,0,1,29
7B9C,COIMBRES05DEL02,36,4.9,20253.058591951973,0,0,0,0,0,1,23
D3BD,KOLRES01DEL03,35,4.8,13622.085234490496,0,1,0,0,1,0,24
2A13,MYSRES03DEL01,34,4.0,10881.431823102692,1,0,0,1,0,0,43
6BA0,MYSRES04DEL03,27,5.0,13989.916877276224,0,0,0,0,1,0,29
9EC4,HYDRES04DEL03,29,4.6,9220.86597503729,0,0,1,0,1,0,23
3B4E,RANCHIRES16DEL03,30,4.6,4527.973054243249,0,0,1,0,1,0,26
399B,HYDRES11DEL01,29,4.6,6147.092755626671,0,0,1,0,1,0,17
97DD,HYDRES20DEL02,23,4.6,7682.703792667153,0,0,1,0,1,0,29
DE41,AURGRES010DEL02,34,4.6,3052.745696971154,0,1,0,0,1,0,25
475B,SURRES06DEL01,25,4.8,1520.3013368539596,0,0,1,0,0,1,17
206F,COIMBRES07DEL03,30,4.6,14023.232083084129,0,0,1,0,1,0,26
4752,VADRES13DEL02,31,4.8,7573.470125639261,0,0,1,0,0,1,25
2074,JAPRES14DEL01,26,4.9,1489.9271643867567,0,0,1,0,0,1,13
C86E,LUDHRES16DEL03,20,4.8,20506.68580998243,0,0,1,0,1,0,23
6B91,VADRES05DEL02,29,4.9,3029.5354155428035,0,0,0,1,0,0,13
2CB8,CHENRES09DEL03,24,4.5,4656.990844808465,0,0,0,1,0,0,18
BED4,CHENRES17DEL03,21,5.0,9313.69151832629,1,0,0,1,0,0,25
80C1,BANGRES18DEL02,28,4.9,12421.242442901876,0,0,0,0,1,0,36
AC34,JAPRES13DEL01,39,4.9,1490.1739564931825,1,0,0,0,0,1,33
7EA2,VADRES03DEL01,28,4.8,16659.44057912353,1,0,0,0,1,0,26
5256,INDORES18DEL02,22,4.7,7562.267471532915,0,0,0,0,1,0,19
8AD9,MUMRES06DEL01,22,4.9,6119.866712015095,0,1,0,0,1,0,23
8123,MYSRES02DEL02,29,4.9,7772.523200443598,0,1,0,0,1,0,22
6485,INDORES14DEL03,29,4.6,9074.331008325886,0,1,0,1,0,0,22
350D,JAPRES20DEL01,35,4.6,1489.5293820619868,0,0,0,0,1,0,26
9F74,VADRES17DEL03,38,3.7,14152.80068944862,0,0,0,0,1,0,32
578A,MYSRES010DEL01,27,4.9,10880.991591395143,0,0,0,0,1,0,36
C653,ALHRES14DEL02,32,4.3,7489.922545713217,1,0,0,0,1,0,21
7C53,INDORES01DEL01,21,4.7,10588.906536688037,0,0,1,0,0,1,13
B163,JAPRES11DEL01,21,4.8,16385.045825960675,1,0,0,0,0,1,27
8CF0,COIMBRES11DEL01,28,4.6,6232.393050016353,0,0,0,0,1,0,10
83C,RANCHIRES20DEL02,29,4.6,3018.4094452114987,0,1,0,0,0,1,15
2F3A,BANGRES11DEL01,28,4.9,10868.240116750605,0,0,0,0,1,0,28
C2D1,BHPRES19DEL01,32,4.9,17297.86575291325,0,1,0,0,0,1,30
1B5A,PUNERES05DEL01,29,4.6,16852.241972645304,0,0,1,1,0,0,11
2141,MUMRES14DEL02,32,4.9,12234.64551715604,0,1,0,0,1,0,37
1EEA,HYDRES19DEL03,30,4.5,9219.708856173831,0,0,0,0,1,0,15
235E,JAPRES010DEL01,28,4.6,16383.856071848488,0,1,0,0,0,1,37
4091,BANGRES05DEL03,21,4.9,4657.6717102250905,0,1,0,0,0,1,20
11BE,COIMBRES010DEL03,38,4.2,14022.26886018208,1,0,0,0,0,1,34
648B,HYDRES01DEL02,27,4.7,7684.168603439795,0,0,1,0,1,0,17
248F,PUNERES02DEL01,24,4.6,16851.875921652914,0,1,0,0,0,1,20
43A4,COIMBRES09DEL02,20,4.2,12464.226008964988,0,0,0,0,0,1,31
82BD,JAPRES07DEL03,29,4.7,20863.625061565817,0,1,0,1,0,0,25
66D5,PUNERES01DEL02,34,4.8,7660.2057772381195,0,1,0,0,1,0,26
31C6,CHENRES03DEL01,30,4.7,1552.2165637175792,0,0,0,0,0,1,16
D05,SURRES04DEL03,38,4.6,4560.926278066319,0,1,0,0,1,0,36
C625,AGRRES09DEL01,38,4.4,6290.134677634678,0,1,0,0,1,0,36
35A1,VADRES17DEL01,33,4.9,17297.86575291325,0,1,0,1,0,0,23
9538,JAPRES01DEL03,26,4.6,8938.0973793107,0,0,1,0,1,0,29
7A64,CHENRES15DEL01,34,4.7,17074.90429604153,0,0,0,0,1,0,22
35A4,INDORES17DEL02,37,4.8,3024.9845915967644,0,1,0,0,1,0,25
BDBB,HYDRES16DEL02,36,4.2,3073.5433636637217,0,1,0,0,1,0,27
B64E,CHENRES18DEL01,30,4.0,6210.030477134694,1,0,0,0,0,1,36
CEC5,GOARES20DEL03,33,3.6,14152.80068944862,0,1,0,1,0,0,36
CCAB,AURGRES02DEL01,27,4.5,6290.134677634678,0,0,0,0,1,0,21
AD9B,COIMBRES15DEL01,22,4.8,17137.935931443622,0,0,1,0,1,0,12
795E,INDORES20DEL01,22,4.7,16636.516954597144,0,1,0,0,1,0,14
7EC0,VADRES02DEL03,33,4.2,4717.601092054723,1,0,0,1,0,0,31
9E+87,SURRES11DEL01,36,5.0,16722.1183757728,0,0,1,0,1,0,26
DE85,KNPRES15DEL02,34,4.8,2984.5125598688214,0,0,0,0,1,0,20
5A87,MYSRES010DEL03,30,4.3,13989.58472463614,0,1,0,0,1,0,48
9E1F,COIMBRES11DEL01,22,4.8,1558.1372391744735,0,0,1,0,1,0,24
7832,HYDRES02DEL03,22,4.9,13830.709083522099,0,0,0,0,1,0,29
1514,SURRES01DEL01,36,4.8,16720.605641529117,0,0,1,0,1,0,48
B775,INDORES08DEL02,23,4.6,12100.07905561433,0,0,1,0,1,0,31
7864,BANGRES20DEL01,34,4.9,10867.43475093766,0,0,1,1,0,0,37
805F,PUNERES19DEL01,33,4.4,16851.371030914677,1,0,0,1,0,0,43
B279,PUNERES02DEL01,27,4.5,16851.875921652914,0,0,1,0,1,0,46
4EA8,INDORES07DEL03,37,4.5,9075.521306663873,0,0,0,0,1,0,29
989,SURRES15DEL02,33,4.6,19761.7064674139,0,0,0,0,0,1,23
A1A4,RANCHIRES19DEL02,21,4.6,19620.419296539414,1,0,0,0,0,1,11
82D0,PUNERES12DEL01,39,4.5,6129.085334980087,0,0,0,0,1,0,30
6012,MUMRES18DEL02,21,4.8,3059.5542475950824,0,0,0,0,0,1,11
D9B0,LUDHRES05DEL02,35,4.8,19041.522215513913,0,0,1,0,1,0,40
AF7E,MUMRES07DEL01,29,4.1,10708.220667367732,0,0,0,0,1,0,34
2D97,VADRES08DEL01,30,4.8,11007.734763744618,0,0,0,0,0,1,26
96DA,JAPRES010DEL03,28,4.6,8937.527873529592,0,0,1,0,0,1,19
D161,LUDHRES04DEL03,21,4.9,4395.007361328904,0,0,1,0,0,1,19
A71,CHENRES18DEL01,31,4.6,17076.40785616604,0,1,0,0,0,1,18
3AAF,PUNERES03DEL01,32,4.8,16851.738065958238,0,0,1,0,0,1,21
5C73,CHENRES01DEL01,20,5.0,6209.735433841793,0,1,0,0,0,1,27
9548,CHENRES05DEL01,28,4.6,17073.813051007153,0,1,0,0,1,0,48
1603,COIMBRES06DEL03,35,4.8,4674.181485440804,1,0,0,0,1,0,19
1932,MUMRES03DEL02,26,4.1,3058.5514953421016,0,1,0,0,1,0,24
2F72,CHENRES08DEL01,30,4.6,10866.36090788621,0,1,0,0,0,1,43
D0D2,KNPRES07DEL03,29,4.6,20887.57287961947,0,0,0,0,0,1,41
9C0,MYSRES07DEL02,38,4.7,20206.260324074505,0,0,1,0,1,0,47
6C5,CHENRES13DEL02,29,4.6,3104.799238186696,0,0,0,0,1,0,24
7C08,BANGRES19DEL02,25,4.9,7763.4857912003645,0,0,0,0,0,1,15
CEA9,AURGRES03DEL03,36,4.9,9157.710329594507,0,1,0,0,0,1,19
BB04,COIMBRES05DEL02,38,4.2,7790.160607220327,0,1,0,0,1,0,20
77F3,BANGRES06DEL02,30,4.3,3105.0915227009073,0,0,1,0,1,0,30
641D,JAPRES19DEL03,31,5.0,8937.863682516067,1,0,0,0,0,1,16
9.3E+06,COIMBRES03DEL01,38,4.9,17137.40770037243,0,1,0,0,1,0,43
3882,HYDRES13DEL03,30,4.4,4610.367445745231,0,0,0,0,1,0,39
3D18,COIMBRES17DEL03,26,4.9,14021.726512882226,1,0,0,0,0,1,29
B90C,HYDRES13DEL03,23,4.8,9220.373067021595,0,1,0,0,0,1,23
C825,DEHRES06DEL01,20,4.9,10279.08705554767,0,0,1,0,1,0,35
6904,SURRES07DEL03,34,4.8,9121.49906766255,0,0,0,0,1,0,21
7167,RANCHIRES17DEL02,33,4.7,12073.402311815487,0,0,0,0,0,1,19
51F7,SURRES01DEL01,27,4.6,16720.605641529117,0,0,1,0,1,0,40
6B5F,HYDRES19DEL03,38,4.8,13829.019124454178,0,0,0,1,0,0,37
AF66,MYSRES18DEL03,31,4.1,4663.310851898982,1,0,0,0,1,0,22
9838,HYDRES18DEL03,33,4.3,13829.314445199007,0,0,1,0,1,0,38
45A4,COIMBRES05DEL01,23,4.8,6232.180611484738,1,0,0,1,0,0,14
DFB7,LUDHRES16DEL02,32,4.0,7325.2796659086835,1,0,0,0,1,0,31
6B8A,MYSRES20DEL03,35,4.6,4663.310416717063,0,0,1,0,0,1,27
B342,COIMBRES02DEL02,27,4.9,20253.04812543086,0,1,0,0,1,0,18
4B09,MYSRES07DEL03,32,4.8,4663.419307399412,0,0,0,0,1,0,30
CA89,LUDHRES15DEL02,28,4.6,2930.257800762021,1,0,0,0,1,0,17
3F35,MYSRES11DEL03,30,4.9,4663.438748149253,0,0,1,0,1,0,23
2934,INDORES09DEL01,22,4.5,6050.4860216412835,0,1,0,0,0,1,11
D4A4,DEHRES15DEL02,29,4.9,20442.92976252901,0,1,0,0,0,1,20
625B,HYDRES05DEL03,32,4.0,4610.33934552489,0,1,0,0,1,0,39
920,CHENRES17DEL02,29,4.6,12418.009922382736,0,0,1,1,0,0,42
1D8C,RANCHIRES13DEL02,35,4.7,12073.397681482867,0,1,0,0,1,0,20
561C,CHENRES18DEL02,35,4.3,20180.811280904425,0,0,1,1,0,0,31
5041,CHENRES16DEL03,34,4.3,9313.614929814461,0,1,0,0,1,0,34
1B34,INDORES19DEL03,29,4.6,13611.544388190243,0,1,0,0,0,1,44
C9F3,KOLRES18DEL02,30,4.2,12106.510955547023,0,0,0,0,0,1,39
CF1D,KNPRES07DEL03,35,4.8,8953.205389499066,0,0,1,0,1,0,23
8013,INDORES03DEL02,24,4.4,12099.096916817429,0,1,0,0,1,0,34
28B5,MUMRES06DEL02,33,4.7,7649.724402449725,0,0,0,0,1,0,27
8BDA,MUMRES15DEL02,32,4.0,7647.092834675559,0,0,1,0,1,0,37
1F37,BANGRES04DEL01,33,4.7,6210.0451631367105,0,0,0,1,0,0,28
71AC,SURRES04DEL01,28,4.6,6081.1393170392275,0,0,1,0,0,1,13
39A7,HYDRES11DEL02,20,4.6,7683.765443179538,0,0,1,1,0,0,25
775A,MYSRES20DEL03,21,4.5,4663.310416717063,0,1,0,0,0,1,24
9AA,MUMRES03DEL02,39,4.8,7646.049300624619,1,0,0,0,0,1,20
D482,DEHRES20DEL02,31,4.2,12580.267822400961,1,0,0,0,1,0,38
4DE2,JAPRES01DEL01,23,4.7,1489.829154062601,0,1,0,0,1,0,24
9F9,COIMBRES02DEL02,37,4.8,7790.156595702905,0,0,0,0,1,0,24
4CDA,INDORES12DEL03,26,4.9,13611.428630407518,0,0,1,0,1,0,15
267D,SURRES20DEL02,34,4.8,7601.800334738002,0,0,1,0,0,1,26
5981,HYDRES03DEL03,23,4.1,4610.471743046705,0,1,0,0,1,0,18
B2FF,CHENRES14DEL01,20,4.5,1552.4171512663977,0,0,1,0,1,0,16
4A43,BANGRES17DEL03,27,4.9,4657.6515492805565,0,1,0,0,1,0,23
43D8,HYDRES02DEL02,39,4.3,19976.644021153275,0,1,0,0,1,0,38
8767,HYDRES010DEL01,21,4.9,1536.8420882542566,1,0,0,0,1,0,16
B687,MUMRES03DEL01,20,5.0,10704.161271431294,0,0,1,1,0,0,18
4D5C,PUNERES06DEL03,29,4.7,9192.703790075399,0,0,1,0,0,1,13
DCE7,GOARES17DEL01,39,4.7,16984.195923010462,0,1,0,0,1,0,27
CB54,DEHRES010DEL01,30,4.6,16153.774202105687,0,1,0,0,1,0,46
97ED,MYSRES11DEL01,39,5.0,1554.5085595199723,0,0,1,0,1,0,32
9B95,CHENRES03DEL01,27,4.8,10864.87049885657,1,0,0,0,1,0,19
B89A,JAPRES12DEL01,26,4.5,16385.047886584984,1,0,0,1,0,0,20
9DC5,COIMBRES20DEL01,25,4.9,17138.295790540273,1,0,0,0,0,1,28
44FA,JAPRES20DEL02,25,4.3,19359.307695551317,0,0,0,0,1,0,40
33AF,VADRES14DEL01,37,4.6,10602.459395149559,0,0,1,0,0,1,16
5430,INDORES15DEL02,32,4.9,19658.82871745452,0,1,0,0,1,0,52
5E+57,VADRES06DEL02,26,4.7,12116.848260956995,0,0,1,0,1,0,21
8389,RANCHIRES15DEL01,24,4.5,1509.3844931457415,0,1,0,0,0,1,18
6A51,MUMRES11DEL02,27,4.8,19890.50358396663,0,0,1,0,0,1,27
C2F,PUNERES17DEL02,30,4.6,7661.017946641659,0,1,0,1,0,0,32
47BC,CHENRES17DEL02,28,4.9,3104.686366913198,1,0,0,0,0,1,15
C10E,AGRRES03DEL01,29,4.6,5952.962854609518,0,0,1,0,0,1,28
C282,BHPRES13DEL03,39,4.3,9059.85928571233,0,1,0,0,1,0,34
20D9,VADRES12DEL01,20,4.9,11007.734763744618,0,1,0,0,1,0,28
6B77,INDORES17DEL01,26,4.7,6049.765396707846,0,1,0,0,1,0,11
5477,COIMBRES010DEL01,39,4.7,1558.1339814973646,0,0,0,0,1,0,20
B45D,MYSRES07DEL02,27,4.6,7772.220444452912,0,0,0,0,0,1,26
5F00,HYDRES19DEL02,30,4.6,19974.20040269076,0,1,0,0,1,0,37
8078,JAPRES010DEL03,22,4.6,13405.500819757053,0,0,1,0,1,0,24
824F,MUMRES03DEL01,31,4.6,6116.92732189982,0,0,0,0,1,0,33
AF1E,MUMRES01DEL02,29,4.9,3059.4028768205967,0,0,1,0,0,1,11
1CC3,VADRES19DEL01,21,4.8,6058.8441174634145,1,0,0,0,1,0,30
D613,LUDHRES17DEL02,39,4.5,2930.3382895477225,1,0,0,0,0,1,26
B961,INDORES04DEL03,35,4.2,13611.171805239523,0,1,0,0,1,0,37
C1D4,KOCRES18DEL02,20,5.0,7803.382235349419,0,1,0,0,0,1,17
AB30,SURRES11DEL01,31,5.0,16722.1183757728,0,0,1,0,0,1,25
6F5C,PUNERES03DEL01,31,4.6,10724.430107278733,0,0,0,0,0,1,26
762E,MUMRES17DEL03,25,4.9,9177.805335296429,0,0,0,0,0,1,25
2C85,SURRES13DEL02,22,4.9,3040.697853651506,0,0,0,0,1,0,19
27B2,MUMRES08DEL01,31,4.9,16827.472773146546,1,0,0,0,1,0,26
3A95,MUMRES010DEL02,36,4.9,19889.978303743785,0,0,1,0,0,1,27
C29C,KNPRES18DEL03,30,4.6,13428.916734967288,0,0,1,0,1,0,52
C6D4,KNPRES02DEL03,29,4.7,13429.047569621149,0,0,0,0,1,0,20
D15F,AURGRES07DEL02,28,4.8,12209.875399061639,0,0,0,0,0,1,22
1947,CHENRES010DEL03,22,4.9,4656.788095043528,0,0,0,0,1,0,37
570,JAPRES06DEL02,29,4.6,5990501.630626522,0,1,0,0,0,1,27
A50F,JAPRES19DEL01,25,4.9,5958.831946914483,0,0,0,0,0,1,12
5AC,CHENRES010DEL01,29,4.6,2913709.1437417623,0,0,0,0,1,0,39
B351,MYSRES19DEL03,32,4.6,4663.344843093999,0,0,1,0,0,1,17
BB85,BANGRES16DEL02,33,4.9,7761.735387691369,0,0,1,0,1,0,22
18C4,VADRES17DEL02,29,4.6,7862.668167410368,1,0,0,0,1,0,32
2FAE,CHENRES03DEL02,32,4.4,12416.871691607228,0,0,0,0,1,0,40
2FED,BANGRES07DEL02,26,4.7,3105.095437473068,1,0,0,0,1,0,17
3BFC,VADRES08DEL01,30,4.9,1572.5337292863205,0,0,0,0,0,1,16
8D04,MYSRES16DEL01,20,4.9,17098.196997717194,0,0,1,0,0,1,33
66B0,HYDRES010DEL03,27,4.7,13830.131455505845,1,0,0,0,1,0,13
8518,MUMRES18DEL01,28,4.9,1529.7989528625521,0,0,0,0,0,1,15
A1E4,BANGRES02DEL02,30,4.9,3105.1455399284373,0,1,0,0,1,0,29
B6CE,CHENRES06DEL03,37,5.0,4656.902198105632,0,0,1,0,1,0,39
9094,COIMBRES12DEL03,25,4.9,14022.321513257122,0,0,0,0,1,0,42
3192,CHENRES12DEL01,20,4.5,10867.421265092154,0,0,1,0,1,0,36
86F9,MYSRES19DEL02,24,4.1,7772.096240718677,0,0,0,0,1,0,19
8F71,MYSRES010DEL01,37,4.3,1554.514382187431,1,0,0,0,1,0,24
C83C,AGRRES13DEL02,36,4.7,7441.086731738456,0,0,0,1,0,0,19
5B30,RANCHIRES19DEL03,38,5.0,9056.672984546305,0,1,0,0,1,0,29
1C79,CHENRES07DEL01,37,4.9,17073.026289642574,1,0,0,0,1,0,25
8E2A,HYDRES20DEL01,20,4.8,16900.61622615448,0,1,0,0,1,0,26
B3E,VADRES04DEL03,33,4.9,14152.80068944862,0,0,0,0,1,0,46
4B18,HYDRES01DEL03,31,4.7,4610.621612645362,1,0,0,1,0,0,15
E190,AURGRES13DEL01,23,4.9,6105.221374384867,0,0,1,0,0,1,27
779C,BANGRES15DEL01,39,4.6,17076.61742698182,0,0,0,0,0,1,15
F86,INDORES09DEL01,24,4.9,6050.4860216412835,0,0,1,0,1,0,10
7A88,SURRES15DEL01,27,4.8,6081.387490812905,1,0,0,0,0,1,16
D8D6,KOLRES12DEL03,29,4.6,13620.429458670325,0,0,0,0,0,1,33
7730,CHENRES05DEL01,32,4.6,1552.3182877494135,1,0,0,0,1,0,27
5342,RANCHIRES04DEL03,29,4.7,4528.164580408371,0,0,1,0,1,0,26
9F91,SURRES19DEL02,26,4.9,12162.424445776676,0,1,0,0,0,1,24
928D,MUMRES13DEL01,28,4.3,10705.559922396493,0,1,0,0,1,0,32
680D,BANGRES03DEL01,35,4.1,10867.28524071429,0,0,0,0,0,1,39
6BE5,JAPRES01DEL03,35,4.1,13406.355455305173,0,0,1,0,1,0,43
D182,KOLRES02DEL02,37,4.2,19675.036580274096,0,0,1,0,0,1,34
B907,BANGRES010DEL01,29,5.0,10868.26282011045,0,0,0,0,1,0,26
9A9D,BANGRES08DEL01,37,4.3,1552.7821295487336,0,1,0,0,0,1,31
D26D,ALHRES02DEL02,25,5.0,11983.487832873327,1,0,0,1,0,0,23
3328,BANGRES04DEL03,26,4.9,13971.914787569209,0,0,0,0,1,0,48
1105,MUMRES14DEL01,39,4.6,6117.673772819492,0,0,0,0,0,1,30
B365,VADRES17DEL01,25,4.9,11007.734763744618,0,0,1,0,1,0,25
EA4,SURRES15DEL02,24,4.6,7601.614738321658,0,1,0,0,1,0,19
B03,HYDRES20DEL01,30,4.5,10755.502959621292,1,0,0,0,0,1,38
53B0,INDORES20DEL02,25,4.9,7562.81769007211,1,0,0,0,0,1,11
3FF,MUMRES08DEL02,29,4.6,16414938.940768061,0,0,1,0,0,1,18
5C7E,INDORES01DEL02,27,4.5,7563.759001970448,0,0,0,1,0,0,28
5A2E,PUNERES13DEL03,23,4.7,4596.336792439127,0,0,0,0,1,0,15
5B2E,MYSRES16DEL03,31,4.7,13989.695713800042,0,0,1,0,0,1,27
A87E,COIMBRES03DEL03,32,4.0,14021.750803377736,0,1,0,0,1,0,38
37B3,HYDRES01DEL03,21,4.6,4610.621612645362,0,1,0,0,1,0,12
D912,KOCRES18DEL02,38,4.3,20287.56188228953,0,1,0,0,0,1,31
AC88,INDORES09DEL01,22,4.8,16636.8750388607,0,0,0,0,0,1,19
DE3B,LUDHRES04DEL02,34,5.0,11718.719558712302,0,0,0,0,1,0,46
631E,HYDRES18DEL02,30,4.8,3073.4628038685764,0,0,1,0,1,0,23
1B20,MYSRES14DEL02,34,4.3,20442.92976252901,0,1,0,0,1,0,41
506C,INDORES12DEL01,22,4.5,16635.62921867767,0,1,0,0,1,0,16
291F,SURRES11DEL02,28,4.5,12162.115707004754,0,1,0,0,1,0,37
9588,MYSRES05DEL01,33,4.8,1554.506379042249,0,0,0,0,0,1,35
7543,CHENRES02DEL01,31,4.7,10865.065738215877,0,1,0,1,0,0,27
1C30,HYDRES04DEL01,23,4.7,6147.404652636228,0,0,1,0,1,0,13
1D12,MYSRES01DEL01,38,4.2,10881.197531247286,0,0,1,0,0,1,39
1584,MUMRES19DEL01,33,4.7,10707.006464770875,0,1,0,0,1,0,19
8B23,BANGRES09DEL01,28,4.9,10868.244074540766,0,0,0,0,1,0,44
BE1B,SURRES07DEL03,36,4.5,9121.49906766255,0,0,1,0,1,0,15
520D,SURRES17DEL02,21,4.6,7601.876617115907,0,0,1,0,0,1,20
794F,CHENRES16DEL03,22,4.9,4656.945385949658,0,0,1,0,1,0,25
406F,SURRES06DEL03,28,4.3,9121.089774937935,1,0,0,0,1,0,29
1C08,SURRES11DEL01,23,4.3,10642.018863256777,1,0,0,0,0,1,34
5311,BANGRES02DEL02,31,4.8,12419.85066025304,0,0,1,0,0,1,39
DD80,KOCRES11DEL03,37,4.8,9363.2812854658,0,1,0,0,0,1,18
9920,INDORES03DEL01,29,4.6,10586.888296813167,0,0,0,0,1,0,36
166A,VADRES19DEL03,20,4.9,9087.965501261844,1,0,0,0,1,0,16
9D0,HYDRES06DEL02,22,4.7,19974.36311932328,0,0,0,0,0,1,24
4D4A,MYSRES12DEL01,22,5.0,1554.6198107730695,0,1,0,0,1,0,24
2A3A,JAPRES17DEL03,22,4.8,13407.033668284494,0,0,1,0,0,1,15
B280,MYSRES05DEL02,34,4.4,3108.9837875131366,1,0,0,0,1,0,21
2A09,JAPRES20DEL03,32,4.6,20848.074005447943,0,0,1,0,1,0,47
5988,RANCHIRES04DEL02,24,4.7,3018.828463384802,0,0,0,0,1,0,17
6669,SURRES06DEL02,22,4.8,7601.027931405061,1,0,0,0,0,1,32
881B,BANGRES03DEL01,27,4.6,10867.28524071429,0,0,0,0,0,1,27
37DB,HYDRES02DEL01,21,4.8,10757.499697083033,0,0,1,0,1,0,24
B01A,MUMRES19DEL01,34,4.7,6118.471180691269,0,1,0,0,1,0,22
7AD6,CHENRES02DEL02,20,4.8,12417.003842687529,0,0,1,0,0,1,16
2D90,CHENRES13DEL02,38,4.0,20179.003858084783,1,0,0,0,1,0,49
AA63,RANCHIRES15DEL02,24,4.5,3018.7169050721664,0,0,1,0,1,0,14
CEA,VADRES13DEL01,29,4.6,16659.97912906346,0,0,0,0,1,0,25
CED7,KOCRES04DEL02,20,4.8,20287.264795752955,0,0,1,0,1,0,20
294F,SURRES17DEL03,30,5.0,9122.10840865768,0,0,1,0,1,0,15
9CA6,PUNERES08DEL01,36,4.9,10725.034637880639,0,1,0,0,1,0,54
B455,SURRES11DEL02,29,4.4,3040.8160408563645,0,0,1,0,1,0,31
68DE,JAPRES14DEL01,25,4.9,1489.9271643867567,0,0,0,0,0,1,25
B17,CHENRES15DEL03,33,4.1,9314.044064891255,0,0,1,0,1,0,20
A70C,COIMBRES16DEL03,38,4.9,14022.096082519494,0,0,1,0,0,1,30
76D4,VADRES20DEL03,34,4.8,13631.293132187951,0,0,1,1,0,0,29
1.5E+05,INDORES04DEL01,22,4.8,10586.824027282662,0,0,0,0,0,1,16
92BD,HYDRES19DEL02,22,4.2,3073.397297635909,0,0,0,0,1,0,23
D707,KNPRES16DEL03,22,5.0,4476.67940051783,0,0,1,0,0,1,17
6322,RANCHIRES14DEL03,25,4.9,9435.201537430712,0,1,0,0,1,0,16
8AEC,RANCHIRES16DEL03,29,4.7,9055.476933500953,1,0,0,0,0,1,13
471C,JAPRES03DEL01,27,4.9,1489.780668690755,0,0,1,0,0,1,21
652A,MYSRES14DEL01,35,4.8,1572.5337292863205,1,0,0,0,1,0,24
74AC,MUMRES01DEL02,35,4.6,3059.4028768205967,0,0,0,0,0,1,26
5A06,RANCHIRES08DEL02,24,4.8,19619.011975960977,1,0,0,0,0,1,17
CBBD,KOLRES09DEL03,24,5.0,13622.067322393199,0,1,0,0,1,0,29
9BC5,VADRES06DEL01,29,4.5,1514.7814055668366,0,0,0,1,0,0,14
9734,MYSRES19DEL01,30,4.8,17097.65154986503,1,0,0,0,1,0,40
B8F5,CHENRES05DEL02,26,4.9,3104.6059538411428,0,0,1,0,0,1,19
CCB4,KNPRES19DEL02,38,4.0,19394.555235257256,0,0,0,0,1,0,40
CE1A,KNPRES11DEL02,21,4.6,2984.598378443359,1,0,0,0,1,0,10
763A,PUNERES01DEL01,38,4.7,10723.989806656156,0,1,0,0,1,0,38
4541,VADRES06DEL03,37,4.6,9087.937068016328,0,0,0,0,1,0,25
5521,HYDRES05DEL03,33,4.6,13829.931792650668,0,0,1,0,0,1,43
19F3,MUMRES19DEL01,23,5.0,10707.006464770875,0,0,1,0,1,0,25
139C,JAPRES09DEL03,29,4.6,8937.880155829569,1,0,0,0,1,0,15
20BC,HYDRES02DEL02,21,4.8,19976.644021153275,0,0,1,0,1,0,12
B802,PUNERES19DEL03,22,4.6,4596.317855298042,0,1,0,0,1,0,24
3FAA,BANGRES010DEL02,28,4.7,3105.3698909093623,0,0,1,0,1,0,20
E014,GOARES06DEL01,28,4.3,1543.9623842899239,0,1,0,0,1,0,15
2184,RANCHIRES08DEL02,31,5.0,12074.281945769591,0,1,0,0,0,1,22
13AC,VADRES01DEL02,29,4.6,3029.56172135288,0,1,0,0,1,0,24
8257,MYSRES15DEL01,27,4.6,10880.364286277023,1,0,0,0,1,0,44
9DA8,BANGRES03DEL01,22,4.8,10867.28524071429,0,0,1,0,1,0,24
D6A9,AGRRES010DEL03,31,4.8,4464.766878776821,0,1,0,0,1,0,17
3DD1,COIMBRES04DEL01,20,4.8,6232.152800668448,0,0,0,0,1,0,20
B42E,JAPRES03DEL02,22,4.8,2979.502850576382,0,1,0,0,0,1,19
CF9C,LUDHRES20DEL03,25,4.8,13184.912286083552,0,0,0,0,1,0,15
6748,CHENRES07DEL03,37,4.8,9313.02156464039,0,0,1,0,0,1,29
5D5A,RANCHIRES14DEL03,39,4.4,4717.601092054723,0,0,1,0,1,0,34
C46,BANGRES07DEL02,21,4.7,7762.510040102086,0,0,0,0,1,0,24
921F,SURRES03DEL02,20,4.6,3040.537241644738,0,0,1,0,1,0,26
4299,RANCHIRES15DEL01,26,4.7,1509.3844931457415,1,0,0,0,1,0,23
D480,AURGRES02DEL02,21,4.7,3145.067434621583,1,0,0,0,1,0,15
2C00,COIMBRES09DEL03,26,4.7,14022.136830289135,0,1,0,0,1,0,16
B3E1,COIMBRES16DEL03,30,5.0,14022.096082519494,1,0,0,0,0,1,15
D4D9,KNPRES13DEL02,29,4.3,2984.522628644554,0,0,0,0,1,0,28
B52F,CHENRES06DEL01,30,4.6,1552.3313527254593,0,0,1,0,1,0,31
C407,AURGRES14DEL01,22,4.8,1526.3969120396546,0,1,0,0,1,0,15
2F36,MYSRES09DEL01,24,4.9,10880.951367270638,0,0,1,0,1,0,22
29C2,SURRES19DEL03,29,4.8,9122.105539589877,1,0,0,0,0,1,18
A2D0,CHENRES01DEL01,24,4.3,17075.594401072463,0,0,0,0,1,0,33
